parent_tweet,reply_tweet
@BklynMiddleton It's that kind of day. The kind where you want to go back to bed with some fiction to distract.,@BklynMiddleton it's a dialogue isn't it? please don't take my comment as attacking. i am not sad.. yet. im stark raving mad.
@BklynMiddleton u r among the only journalists saying kosher market &amp; not calling it something generic. If it's kosher it was targeted. Thx,@BklynMiddleton I could become a novelist and live in the woods of northern Maine...with no internet. And ditto cat(s)
@bloggi @BBCWhat a Fuck head u are,@papyzapy @BbcWhat it is well meaning but clueless people like you such imagery targets
@BobbyHundreds22 well who is #Ferguson,HE ISN'T THE SHOOTER RT @Yamiche: Darren Wilson is a six year veteran of the #Ferguson Police and had no disciplinary actions against him.
"@BreakingNews @AFP @MelissaBellF24 THE TERRORIST MOST LIKELY FLED TO THE MUSLIM ZONE WHERE COPS ARE NOT ALLOWED, COULD HAPPEN IN AMERICA","@bobbybnews @atestafyr @BreakingNews @AFP @MelissaBellF24 In America, head for the WH. Be warmly greeted."
"@BreakingNews @AFP @MelissaBellF24 THE TERRORIST MOST LIKELY FLED TO THE MUSLIM ZONE WHERE COPS ARE NOT ALLOWED, COULD HAPPEN IN AMERICA",@bobbybnews @atestafyr @BreakingNews @AFP @MelissaBellF24   It is a matter of when it will happen.
@BreakingNews @CBCNews @TorontoStar So Canada's strict gun control policies have failed,@BreakingNews @CBCNews @TorontoStar praying for all affected by this shooting
@BreakingNews @CBCNews @TorontoStar So Canada's strict gun control policies have failed,@CutGovtSpending @BreakingNews @CBCNews @TorontoStar it's Isis fucktard
"@BrwnSkinGirly  Yes which from the video, he looks like thug. They are trying to make it seem like he could have done something to the cop","@BrwnSkinGirly  Yes which from the video, he looks like thug. They are trying to make it seem like he could have done something to the cop"
"@BrwnSkinGirly @CNNVideo did you see the video?
do you think the police faked the video? are you saying this ISNT Michael brown??

please","@BrwnSkinGirly @CNNVideo did you see the video?
do you think the police faked the video? are you saying this ISNT Michael brown??

please"
"@BrwnSkinGirly @CNNVideo People act like he was shot because he was black, but if it was a white kid or a black cop no one would care.",@KoszikMeows @CNNVideo to make him he look like a thug ? 😴
"@BrwnSkinGirly @CNNVideo so robbery can only be with money?Every time a black kid gets shot, all the black people say""He wasnt in the wrong""","@BrwnSkinGirly @CNNVideo so robbery can only be with money?Every time a black kid gets shot, all the black people say""He wasnt in the wrong"""
"@BrwnSkinGirly @CNNVideo that being said, even if he committed the most awful crime on planet earth, he DID surrender. No reason to be shot.","@BrwnSkinGirly @CNNVideo that being said, even if he committed the most awful crime on planet earth, he DID surrender. No reason to be shot."
"@BrwnSkinGirly @CNNVideo that being said, even if he committed the most awful crime on planet earth, he DID surrender. No reason to be shot.",@BrwnSkinGirly @CNNVideo no need to thank im with u that stealing a 80cnt cigar shouldnt trump a kid who had a future. We all do stupid shit
"@BrwnSkinGirly @CNNVideo there doesnt have to be money stolen/ just stolen itemsto be a robbery, they said it is robbery bc the use of force",@KoszikMeows oh please even if he jacked the cop up they have other weapons besides a gun
@BrwnSkinGirly @CNNVideo what about the FBI,@BrwnSkinGirly @CNNVideo what about the FBI
@BrwnSkinGirly @CNNVideo what about the FBI,@Phillippman @BrwnSkinGirly @CNNVideo this is just the beginning of the information!!!
"@BrwnSkinGirly @CNNVideo word, took a bullet for some swishers -.- we'll never know the whole story though","@BrwnSkinGirly @CNNVideo word, took a bullet for some swishers -.- we'll never know the whole story though"
@BrwnSkinGirly @CNNVideo You do realize he didnt get shot because of that robbery? He was shot during protests and riots.,"@BrwnSkinGirly @CNNVideo People act like he was shot because he was black, but if it was a white kid or a black cop no one would care."
@BrwnSkinGirly @CNNVideo You do realize he didnt get shot because of that robbery? He was shot during protests and riots.,"@BrwnSkinGirly @CNNVideo there doesnt have to be money stolen/ just stolen itemsto be a robbery, they said it is robbery bc the use of force"
@BrwnSkinGirly @KoszikMeows @CNNVideo It was to show his mentality. To prove that he isn't as innocent as anyone thought he was.,@jarrodrossi @CNNVideo the picture isnt clear that could be anybody
@burnrecording @RT_com I hate terrorism and I am worried about the people of our western civilisation.,@RT_com this is exactly why Feinstein can shove that #CIAReport up her ass
@buzzfeednews This sounds like pilot suicide.,@BuzzFeedNews that's suspicious!
@carolinemarcus @AbsntFriends @nswpolice Better than the cretins posting selfies from the same area,@carolinemarcus @AbsntFriends @nswpolice Better than the cretins posting selfies from the same area
@carolinemarcus @AbsntFriends @nswpolice Better than the cretins posting selfies from the same area,@AlBearfaced @carolinemarcus @nswpolice seconded
@carolinemarcus @nswpolice the identity of hostages should not go public,@carolinemarcus @nswpolice all I want to do is give her a hug. Poor girl. Does bring tears to the eye
"@carolinemarcus FFS, she's been through enough without you plastering close ups of her face all over twitter. Leave her alone. @tashlee",@carolinemarcus @TheTodayShow @nswpolice So horrendously terrifying.
@carolinemarcus Why is her face not obscured? Think about he family.,"@carolinemarcus @nswpolice this was live on TV so they didn't have time to blur faces. Keep in mind it's LIVE, no time for editing."
@CBCAlerts @905fishingguy Stay safe up there.,"“@CBCAlerts: More shots fired just off Parliament Hill. Police telling everyone to take cover.” 
WTF is wrong with the world?!"
@CBCAlerts @CBCNews #harperAdminstration foreign policy is making Canadians a victim #voteLiberal @JustinTrudeau,"@SmotheringTwat @CBCAlerts the way #harperadminstration is leading this government, there will be many more attacks on our #nation"
@CBCAlerts @CBCNews #harperAdminstration foreign policy is making Canadians a victim #voteLiberal @JustinTrudeau,@CBCAlerts @CBCNews #harperAdminstration foreign policy is making Canadians a victim #voteLiberal @JustinTrudeau
@CBCAlerts @CBCNews #harperAdminstration foreign policy is making Canadians a victim #voteLiberal @JustinTrudeau,@DaryusAzad @CBCAlerts @CBCNews @JustinTrudeau are you for real?
@CBCAlerts @CBCNews #harperAdminstration foreign policy is making Canadians a victim #voteLiberal @JustinTrudeau,@rikermacdaniels @CBCAlerts @CBCNews @JustinTrudeau you are too ignorant to understand that extremism has always been there. Blame Harper
"@CBCAlerts @CBCNews , well blame Steven Harper , he's all for guns , wants this country to become like the US of A",@CBCAlerts Chris. Not about guns. about Canada and Isis.Muslim extremist ran over two soldiers in Quebec. Blame Harper for allowing cars
@CBCAlerts Canadians will be vigilant and strong. We won't be 'bullied' and intimidated. #ParliamentHill,"3,854,082 square mile gun-free zone... | MT @CBCAlerts ""More shots fired just off Parliament Hill...""
#gunowners"
"@CBCAlerts Change the laws, change the reckless immigration policies!  Sensitize people to be on the look-out!  Get real, folks!","@CBCAlerts We are not obligated to sit passively, just waiting for these rapists to tear up our society!  Arrest them NOW!!!"
"@CBCAlerts Elderly people are subjected to toxic poison 10.2 times legal limits but that does not seem important to CBC, CBS, or TC.",@TweetFreak73 at least your polite self absorbed person.
@CBCAlerts FACK!!!!,@CBCAlerts FACK!!!!
@CBCAlerts Hunt them down like the animals that they are!!,"@CBCAlerts 
Ok so he is dead, understanding he was a huge threat....BUT now WE will NOT know~who or why? #CANADIANSneedTOknow"
@Cdn_Bowhunter @CBCAlerts @CBCNews @JustinTrudeau #Afghanistan is the only country needed help,@DaryusAzad @CBCAlerts @CBCNews @JustinTrudeau these extremist infidels are the problem not our Govt
@Cdn_Bowhunter @CBCAlerts @CBCNews @JustinTrudeau exactly so why did you or your friend already pointed the fingers at Muslims #ignorantmuch,@mythos_man @CBCAlerts @CBCNews @JustinTrudeau I am a proud Canadian afghan &amp; I support Canada's presence in Afghanistan
@Cdn_Bowhunter @JustinTrudeau I just think we need a change,@Cdn_Bowhunter @JustinTrudeau I just think we need a change
@Cdn_Bowhunter if you remember #americans Said the same about @BarackObama but he turned out to be a good leader despite all his critics,"@DaryusAzad perhaps, Trudeau is not that change. He's out of touch with most Canadians, he's not ready to run this country."
"@Cdn_Bowhunter Kanadar needs Canadian help, afghans welcome foreign help. Today Afghanistan is much better place thanks to Canada","@Cdn_Bowhunter Kanadar needs Canadian help, afghans welcome foreign help. Today Afghanistan is much better place thanks to Canada"
@cdnmickeyfan @CBCAlerts all I am trying to point out is that #sensationalism has never been very useful to anyone. #Canada #terror,@CynleeF Agreed.
"@cdnmickeyfan @CBCAlerts I think that what you are saying is very dangerous, and exactly what is wrong with the world we are living in.","@cdnmickeyfan @CBCAlerts I think that what you are saying is very dangerous, and exactly what is wrong with the world we are living in."
"@cdnmickeyfan @CBCAlerts I think that what you are saying is very dangerous, and exactly what is wrong with the world we are living in.","@cdnmickeyfan @CBCAlerts more than anything we need sobriety, not sensationalism. #terror #Canada #cbc #parliament #harper #war #peace"
"@cdnmickeyfan @CBCAlerts there is far more tragedy than raw, unclothed, animality here.",@CBCAlerts @jbenton a safe bet?
"@cherylfolland @amyminsky @GlobalNational Probably meant PM, in the afternoon &gt;.&lt;","@cherylfolland @amyminsky @GlobalNational Probably meant PM, in the afternoon &gt;.&lt;"
@Chill_Davon that's way OC bruh lol,"Kanye would do this “@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them."
@ChocnessMonsta #RacistWhiteSupremacy Is One Helluva Drug.,@zellieimani I shoplift all the time and I am still alive.
@ChristoferU @CBCAlerts @CBCNews Seriously? Likelihood that it's an ISIS attack and THIS is your response???,@CBCAlerts OMG.
@ChristoferU @CBCAlerts @CBCNews You're an idiot.,"@lifebythecreek , you pick a fight with people you better expect something in return , we use to be peacekeepers ,so be careful what you get"
@chupaDANNNj @KEEMSTARx really hope this guy doesnt have explosives too :I,@KEEMSTARx top quality banter
"@chupaDANNNj @KEEMSTARx this might not end well honestly, i wouldnt expect isis to hold somthing up without trying to behead or blow it up",@Kiippyy @KEEMSTARx u know theres some fucked up people who wants to see him blow up himself
@Chusid2015 @DaliaChai @cnnbrk hehe u Jews are good by changing subjects.open another topic. We are talking of anti semitsm and anti islam,@hassanbasmer @Chusid2015 @cnnbrk anti semitism results in ppl killing Jews. But Jews don't slaughter anyone for offensive cartoons
@Chusid2015 @DaliaChai @cnnbrk look you fool we are talking revenge. If u abuse any religion . Revenge will be taken that simple,@hassanbasmer yeah? I'd like to see you respond this way to anti-Semitic children's programs on Gaza tv @DaliaChai @cnnbrk
@Chusid2015 @DaliaChai @cnnbrk look you fool we are talking revenge. If u abuse any religion . Revenge will be taken that simple,@hassanbasmer @Chusid2015 @cnnbrk thanks tho for being honest about the Islamic excuses for murder
@Chusid2015 @DaliaChai @cnnbrk you fool . We r not talking of Gaza. Anti semitsm and no laws anti protection of islam,"@hassanbasmer @DaliaChai @cnnbrk why are we not talking of Gaza, ya sidi?"
@Chusid2015 @DaliaChai @cnnbrk you fool . We r not talking of Gaza. Anti semitsm and no laws anti protection of islam,@hassanbasmer @Chusid2015 @cnnbrk freedom of speech protects everyone. Islam just doesn't believe in freedom or democracy. Just death
@Chusid2015 @DaliaChai hehe Jews always change subject. If they lose cause of truth. Be serious. How many died under you in israel,@hassanbasmer @Chusid2015 11million arabs/Muslims killed by arab/Muslims since 1948. U r offended by eachother
@Chusid2015 @hassanbasmer @cnnbrk no it's ok to offend everyone else. Precious pedophile needs to be protected,@DaliaChai @Chusid2015 @cnnbrk pedophiles is accepted in Judaism.  Read torah.  Who gave these fools right to make fun of Islam
@CindyPom Follow me please. I will DM you.,@emerhughes4 Do you work for the media?
@CindyPom Follow me please. I will DM you.,@mattenleys @ArmedResearch  just a coincidence. Obviously a white angry racist
"@cldaymon @intelwire @ShirazMaher Honestly, we need to wait official statement and investigations. By now, we all talk about rumors. :)",@JeromePio Thanks 4 the clarification. Many ideas being floated by the media right now. Wish they wouldn't do this. @intelwire @ShirazMaher
@cldaymon @intelwire @ShirazMaher Previous connections about plot to freed a terrorist involved in 1995 Paris attack. Otherwise not yet.,@cldaymon @intelwire @ShirazMaher Previous connections about plot to freed a terrorist involved in 1995 Paris attack. Otherwise not yet.
@clydetheslyde @mylifeishid #MikeBrown would need to be shot in #Benghazi  for #foxnews to cover it,@my2bits4u @clydetheslyde so tragic!
@clydetheslyde @mylifeishid #MikeBrown would need to be shot in #Benghazi  for #foxnews to cover it,@clydetheslyde @mylifeishid #MikeBrown would need to be shot in #Benghazi  for #foxnews to cover it
